projectid;CURRENT.DATE;simulationid;TSUM;MaxLAI;Yield;AboveGroundBiomass
Seminar_Lesson_SpringWheat;10.08.1991;SpringWheat;1293.9547916666668;4.861830083741529;745.2353737050886;1658.35653234984
Seminar_Lesson_SpringWheat;12.08.1991;NoChange;1339.6125000000002;3.646999489727321;624.6899006554588;1243.043476561509
Seminar_Lesson_SpringWheat;26.08.1991;HigherThermalTime200;1539.4781944444444;5.4206120997161795;686.4894384916576;1680.7028191857135
Seminar_Lesson_SpringWheat;19.08.1991;HigherThermalTime100;1448.4934722222222;4.69379304475672;671.9781188192062;1493.2684750767958
Seminar_Lesson_SpringWheat;02.08.1992;SpringWheat;1298.1150694444439;1.325598035915726;402.9216091857927;731.5916947701254
Seminar_Lesson_SpringWheat;04.08.1992;NoChange;1347.394444444444;0.5145897790252165;156.7169670107677;283.828173392203
Seminar_Lesson_SpringWheat;09.08.1992;HigherThermalTime100;1440.8131249999997;1.3029024720316442;360.3944932256279;662.6284572699776
Seminar_Lesson_SpringWheat;15.08.1992;HigherThermalTime200;1546.2690277777776;2.610363964275766;540.909024637051;1135.4027807272864
Seminar_Lesson_SpringWheat;04.08.1993;NoChange;1345.0813888888886;0.01353275983114612;0.94759469012156;1.3400985050030154
Seminar_Lesson_SpringWheat;10.08.1993;HigherThermalTime100;1449.0339583333332;0.016551084379651405;1.3482490337244553;2.492864915193126
Seminar_Lesson_SpringWheat;02.08.1993;SpringWheat;1304.615972222222;0.01557669138133184;1.4341681511230964;2.4294360217593534
Seminar_Lesson_SpringWheat;16.08.1993;HigherThermalTime200;1535.8277777777776;0.019800023635894108;3.837679164465078;6.383196756390317
Seminar_Lesson_SpringWheat;03.08.1994;NoChange;1350.5180555555557;0.03242972640251311;8.299547113221655;14.880802510831316
Seminar_Lesson_SpringWheat;13.08.1994;HigherThermalTime200;1537.3006944444446;0.37310933907680266;101.66381144177912;204.72657820545203
Seminar_Lesson_SpringWheat;01.08.1994;SpringWheat;1304.1177777777777;0.1413018974287657;45.76630246513551;84.92048261459904
Seminar_Lesson_SpringWheat;08.08.1994;HigherThermalTime100;1444.8200000000004;0.13390275659302034;38.66755793014829;73.6028668677668
Seminar_Lesson_SpringWheat;11.08.1995;HigherThermalTime100;1439.8626388888888;1.7018330222426574;425.24830351587326;805.5001690812946
Seminar_Lesson_SpringWheat;02.08.1995;SpringWheat;1290.799513888889;1.699638898526965;471.79835883874796;865.5983357532825
Seminar_Lesson_SpringWheat;05.08.1995;NoChange;1348.309861111111;0.7660114831467957;216.93955054067652;401.55232087662773
Seminar_Lesson_SpringWheat;18.08.1995;HigherThermalTime200;1536.590625;3.195171424136979;631.4418761508167;1281.1979123986266
Seminar_Lesson_SpringWheat;12.08.1996;HigherThermalTime100;1436.520069444445;0.8292331055585449;255.28068607142777;481.8511355061354
Seminar_Lesson_SpringWheat;05.08.1996;NoChange;1344.1204861111114;0.2503537129122958;90.08284642239656;154.31853036317898
Seminar_Lesson_SpringWheat;19.08.1996;HigherThermalTime200;1538.4284722222226;1.8992954684493162;498.24228124872286;976.341119779076
Seminar_Lesson_SpringWheat;03.08.1996;SpringWheat;1300.9468750000003;0.7506623560622774;271.69641062253424;495.2609967162549
Seminar_Lesson_SpringWheat;06.08.1997;SpringWheat;1294.0663888888885;3.6558338068255387;809.3712621816406;1514.9207076360653
Seminar_Lesson_SpringWheat;15.08.1997;HigherThermalTime100;1439.5677083333328;3.6433587141064194;703.7477813210795;1378.3275388675402
Seminar_Lesson_SpringWheat;08.08.1997;NoChange;1334.5269444444439;2.0455708088895066;511.83522627932064;912.2833591341076
Seminar_Lesson_SpringWheat;22.08.1997;HigherThermalTime200;1543.998819444444;4.893016184986703;761.3851745545574;1722.7492692105554
Seminar_Lesson_SpringWheat;01.08.1998;SpringWheat;1294.3206944444448;2.6872750901942566;577.8249953029199;1159.153235542562
Seminar_Lesson_SpringWheat;03.08.1998;NoChange;1337.5622916666669;1.439982744679052;337.8345656737571;655.4482838266924
Seminar_Lesson_SpringWheat;09.08.1998;HigherThermalTime100;1439.959166666667;2.626312331660244;533.6520115340879;1061.277251915538
Seminar_Lesson_SpringWheat;15.08.1998;HigherThermalTime200;1545.8984722222224;4.311591599857751;710.1059312751677;1487.6013918941467
Seminar_Lesson_SpringWheat;04.08.1999;NoChange;1347.9050694444445;0.7055589486399682;211.98183918026697;379.6374275925318
Seminar_Lesson_SpringWheat;01.08.1999;SpringWheat;1294.3464583333337;1.4181548342201644;428.2149327693413;769.7484676936829
Seminar_Lesson_SpringWheat;10.08.1999;HigherThermalTime100;1449.156666666667;1.4506134458672015;360.1210759972418;724.7656592778394
Seminar_Lesson_SpringWheat;16.08.1999;HigherThermalTime200;1539.1904166666668;2.852344208033433;559.7366187147638;1191.4513621265949
Seminar_Lesson_SpringWheat;30.07.2000;NoChange;1335.4034722222225;0.04620674206919635;16.301235289794626;26.942160772941197
Seminar_Lesson_SpringWheat;06.08.2000;HigherThermalTime100;1441.0603472222224;0.10117107710737469;33.97029396397031;63.707573720480326
Seminar_Lesson_SpringWheat;28.07.2000;SpringWheat;1294.8383333333334;0.09437374863420572;38.73487381722113;65.08388713519486
Seminar_Lesson_SpringWheat;13.08.2000;HigherThermalTime200;1547.6285416666667;0.23225257656634343;73.67214955297385;144.8071456289441
Seminar_Lesson_SpringWheat;02.08.2001;NoChange;1332.9752083333337;1.7630115303959875;437.3327789068742;827.1308186770391
Seminar_Lesson_SpringWheat;08.08.2001;HigherThermalTime100;1445.821319444445;3.736565935437171;678.6438353811437;1390.5488335681662
Seminar_Lesson_SpringWheat;31.07.2001;SpringWheat;1288.728125;3.398065581606051;747.1515152570861;1429.5493218563574
Seminar_Lesson_SpringWheat;14.08.2001;HigherThermalTime200;1537.850555555556;4.918501704802432;740.0812313648682;1681.557301732424
